Number Count,cleaned_questions,Array,String,Dynamic Programming,Math,Hash Table,Greedy,Sorting,Depth-First Search,Breadth-First Search,Binary Search
0,longest palindrome given string consists lowercase uppercase letter return length longest palindrome built letter letter case sensitive example considered palindrome here,0,1,0,0,1,1,0,0,0,0
0,split array largest sum given array nums consists nonnegative integer integer split array nonempty continuous subarrays write algorithm minimize largest sum among subarrays,1,0,1,0,0,1,0,0,0,1
1,fizz buzz given integer return string array answer indexed where,0,1,0,1,0,0,0,0,0,0
0,arithmetic slice integer array called arithmetic consists least three element difference two consecutive element same given integer array nums return number arithmetic subarrays nums subarray contiguous subsequence array,1,0,1,0,0,0,0,0,0,0
0,third maximum number given integer array nums return third distinct maximum number array third maximum exist return maximum number,1,0,0,0,0,0,1,0,0,0
4,add string given two nonnegative integer num num represented string return sum num num string must solve problem without using builtin library handling large integer such biginteger must also convert input integer directly,0,1,0,1,0,0,0,0,0,0
0,partition equal subset sum given nonempty array nums containing positive integer find array partitioned two subset sum element subset equal,1,0,1,0,0,0,0,0,0,0
1,pacific atlantic water flow rectangular island border pacific ocean atlantic ocean pacific ocean touch island left top edge atlantic ocean touch island right bottom edge island partitioned grid square cell given integer matrix height heightsrc represents height sea level cell coordinate island receives lot rain rain water flow neighboring cell directly north south east west neighboring cell height le equal current cell height water flow cell adjacent ocean ocean return list grid coordinate result resulti denotes rain water flow cell pacific atlantic ocean,1,0,0,0,0,0,0,1,1,0
4,battleship board given matrix board cell battleship empty return number battleship board battleship placed horizontally vertically board word made shape row column row column size least one horizontal vertical cell separate two battleship adjacent battleship,1,0,0,0,0,0,0,1,0,0
1,strong password checker password considered strong condition met given string password return minimum number step required make password strong password already strong return one step can,0,1,0,0,0,1,0,0,0,0
1,maximum xor two number array given integer array nums return maximum result numsi xor numsj,1,0,0,0,1,0,0,0,0,0
2,reconstruct original digit english given string containing outoforder english representation digit return digit ascending order,0,1,0,1,1,0,0,0,0,0
0,longest repeating character replacement given string integer choose character string change uppercase english character perform operation time return length longest substring containing letter get performing operation,0,1,0,0,1,0,0,0,0,0
0,oone data structure design data structure store string count ability return string minimum maximum count implement allone class,0,0,0,0,1,0,0,0,0,0
2,minimum genetic mutation gene string represented character long string choice suppose need investigate mutation gene string start gene string end one mutation defined one single character changed gene string also gene bank bank record valid gene mutation gene must bank make valid gene string given two gene string start end gene bank bank return minimum number mutation needed mutate start end mutation return note starting point assumed valid might included bank,0,1,0,0,1,0,0,0,1,0
0,number segment string given string return number segment string segment defined contiguous sequence nonspace character,0,1,0,0,0,0,0,0,0,0
0,nonoverlapping interval given array interval interval intervalsi starti endi return minimum number interval need remove make rest interval nonoverlapping,1,0,1,0,0,1,1,0,0,0
1,find right interval given array interval intervalsi starti endi starti unique right interval interval interval startj endi startj minimized note may equal return array right interval index interval right interval exists interval put index,1,0,0,0,0,0,1,0,0,1
0,path sum iii given root binary tree integer targetsum return number path sum value along path equal targetsum path need start end root leaf must downwards traveling parent node child node,0,0,0,0,0,0,0,1,0,0
0,find anagram string given two string return array start index anagram may return answer order anagram word phrase formed rearranging letter different word phrase typically using original letter exactly once,0,1,0,0,1,0,0,0,0,0
0,arranging coin coin want build staircase coin staircase consists row ith row exactly coin last row staircase may incomplete given integer return number complete row staircase build,0,0,0,1,0,0,0,0,0,1
1,find duplicate array given integer array nums length integer nums range integer appears twice return array integer appears twice must write algorithm run time us constant extra space,1,0,0,0,1,0,0,0,0,0
1,string compression given array character char compress using following algorithm begin empty string group consecutive repeating character char compressed string returned separately instead stored input character array char note group length longer split multiple character char done modifying input array return new length array must write algorithm us constant extra space,0,1,0,0,0,0,0,0,0,0
1,add two number given two nonempty linked list representing two nonnegative integer significant digit come first node contains single digit add two number return sum linked list may assume two number contain leading zero except number itself,0,0,0,1,0,0,0,0,0,0
1,arithmetic slice subsequence given integer array nums return number arithmetic subsequence nums sequence number called arithmetic consists least three element difference two consecutive element same subsequence array sequence formed removing element possibly none array test case generated answer fit bit integer,1,0,1,0,0,0,0,0,0,0
0,number boomerang given point plane distinct pointsi boomerang tuple point distance equal distance the order tuple matter return number boomerang,1,0,0,1,1,0,0,0,0,0
2,find number disappeared array given array nums integer numsi range return array integer range appear nums,1,0,0,0,1,0,0,0,0,0
0,serialize deserialize bst serialization converting data structure object sequence bit stored file memory buffer transmitted across network connection link reconstructed later another computer environment design algorithm serialize deserialize binary search tree restriction serializationdeserialization algorithm work need ensure binary search tree serialized string string deserialized original tree structure encoded string compact possible,0,1,0,0,0,0,0,1,1,0
0,sort character frequency given string sort decreasing order based frequency character frequency character number time appears string return sorted string multiple answer return them,0,1,0,0,1,0,1,0,0,0
1,minimum number arrow burst balloon spherical balloon taped onto flat wall represents xyplane balloon represented integer array point pointsi xstart xend denotes balloon whose horizontal diameter stretch xstart xend know exact ycoordinates balloon arrow shot directly vertically positive ydirection different point along xaxis balloon xstart xend burst arrow shot xstart xend limit number arrow shot shot arrow keep traveling infinitely bursting balloon path given array point return minimum number arrow must shot burst balloon,1,0,0,0,0,1,1,0,0,0
2,minimum move equal array element given integer array nums size return minimum number move required make array element equal one move increment element array,1,0,0,1,0,0,0,0,0,0
5,sum given four integer array nums nums nums nums length return number tuples that,1,0,0,0,1,0,0,0,0,0
0,assign cooky assume awesome parent want give child cooky but give child one cookie child greed factor minimum size cookie child content with cookie size assign cookie child child content goal maximize number content child output maximum number,1,0,0,0,0,1,1,0,0,0
3,pattern given array integer nums pattern subsequence three integer numsi numsj numsk numsi numsk numsj return true pattern nums otherwise return false,1,0,0,0,0,0,0,0,0,1
0,circular array loop playing game involving circular array nonzero integer nums numsi denotes number index forwardbackward must move located index since array circular may assume moving forward last element put first element moving backwards first element put last element cycle array consists sequence index seq length where return true cycle nums false otherwise,1,0,0,0,1,0,0,0,0,0
0,poor pig bucket bucket liquid exactly one bucket poisonous figure one poisonous feed number poor pig liquid see whether die not unfortunately minutestotest minute determine bucket poisonous feed pig according step given bucket minutestodie minutestotest return minimum number pig needed figure bucket poisonous within allotted time,0,0,1,1,0,0,0,0,0,0
0,repeated substring pattern given string check constructed taking substring appending multiple copy substring together,0,1,0,0,0,0,0,0,0,0
2,lfu cache design implement data structure least frequently used lfu cache implement lfucache class determine least frequently used key use counter maintained key cache key smallest use counter least frequently used key key first inserted cache use counter set due put operation use counter key cache incremented either get put operation called function get put must run average time complexity,0,0,0,0,1,0,0,0,0,0
2,minimum move equal array element given integer array nums size return minimum number move required make array element equal one move increment decrement element array test case designed answer fit bit integer,1,0,0,1,0,0,1,0,0,0
4,island perimeter given row col grid representing map gridij represents land gridij represents water grid cell connected horizontallyvertically not diagonally grid completely surrounded water exactly one island one connected land cell island lake meaning water inside connected water around island one cell square side length grid rectangular width height exceed determine perimeter island,1,0,0,0,0,0,0,1,1,0
7,win game two player take turn adding running total integer player first cause running total reach exceed win change game player cannot reuse integer example two player might take turn drawing common pool number without replacement reach total given two integer maxchoosableinteger desiredtotal return true first player move force win otherwise return false assume player play optimally,0,0,1,1,0,0,0,0,0,0
16,count repetition define str string str consists string concatenated time define string obtained string remove character becomes given two string two integer two string str str return maximum integer str str obtained str,0,1,1,0,0,0,0,0,0,0
0,unique substring wraparound string define string infinite wraparound string abcdefghijklmnopqrstuvwxyz look like this given string return number unique nonempty substring present,0,1,1,0,0,0,0,0,0,0
85,validate address given string queryip return ipv valid ipv address ipv valid ipv address neither correct type valid ipv address form xxxx cannot contain leading zero example valid ipv address invalid ipv address valid ipv address form xxxxxxxx where example dbaae dbaae valid ipv address dbaaej dbaae invalid ipv address,0,1,0,0,0,0,0,0,0,0
0,concatenated word given array string word without duplicate return concatenated word given list word concatenated word defined string comprised entirely least two shorter word given array,1,1,1,0,0,0,0,1,0,0
0,matchstick square given integer array matchstick matchsticksi length ith matchstick want use matchstick make one square break stick link matchstick must used exactly one time return true make square false otherwise,1,0,1,0,0,0,0,0,0,0
2,one zero given array binary string strs two integer return size largest subset strs subset set subset set element also element,1,1,1,0,0,0,0,0,0,0
0,heater winter coming contest first job design standard heater fixed warm radius warm house every house warmed long house within heater warm radius range given position house heater horizontal line return minimum radius standard heater heater could cover house notice heater follow radius standard warm radius same,1,0,0,0,0,0,1,0,0,1
0,total hamming distance hamming distance two integer number position corresponding bit different given integer array nums return sum hamming distance pair integer nums,1,0,0,1,0,0,0,0,0,0
1,largest palindrome product given integer return largest palindromic integer represented product two ndigits integer since answer large return modulo,0,0,0,1,0,0,0,0,0,0
2,sliding window median median middle value ordered integer list size list even middle value median mean two middle value given integer array nums integer sliding window size moving left array right see number window time sliding window move right one position return median array window original array answer within actual value accepted,1,0,0,0,1,0,0,0,0,0
32,magical string magical string consists obeys following rule first element group consecutive occurrence group see occurrence sequence itself given integer return number first number magical string,0,1,0,0,0,0,0,0,0,0
1,license key formatting given license key represented string consists alphanumeric character dash string separated group dash also given integer want reformat string group contains exactly character except first group could shorter still must contain least one character furthermore must dash inserted two group convert lowercase letter uppercase return reformatted license key,0,1,0,0,0,0,0,0,0,0
2,smallest good base given integer represented string return smallest good base call good base digit base,0,0,0,1,0,0,0,0,0,1
1,max consecutive one given binary array nums return maximum number consecutive array,1,0,0,0,0,0,0,0,0,0
11,predict winner given integer array nums two player playing game array player player player player take turn player starting first player start game score turn player take one number either end array nums numsnumslength reduces size array player add chosen number score game end element array return true player win game score player equal player still winner also return true may assume player playing optimally,1,0,1,1,0,0,0,0,0,0
1,zuma game playing variation game zuma variation zuma single row colored ball board ball colored red yellow blue green white also several colored ball hand goal clear ball board turn given string board representing row ball board string hand representing ball hand return minimum number ball insert clear ball board cannot clear ball board using ball hand return,0,1,1,0,0,0,0,0,1,0
5,kth smallest instruction bob standing cell want reach destination row column travel right down going help bob providing instruction reach destination instruction represented string character either multiple instruction lead bob destination example destination hhhvv hvhvh valid instruction however bob picky bob lucky number want kth lexicographically smallest instruction lead destination indexed given integer array destination integer return kth lexicographically smallest instruction take bob destination,1,0,1,1,0,0,0,0,0,0
0,increasing subsequence given integer array nums return different possible increasing subsequence given array least two element may return answer order given array may contain duplicate two equal integer also considered special case increasing sequence,1,0,0,0,1,0,0,0,0,0
0,construct rectangle web developer need know design web page size given specific rectangular web page’s area job design rectangular web page whose length width satisfy following requirement return array length width web page designed sequence,0,0,0,1,0,0,0,0,0,0
2,reverse pair given integer array nums return number reverse pair array reverse pair pair numslength numsi numsj,1,0,0,0,0,0,0,0,0,1
0,target sum given integer array nums integer target want build expression nums adding one symbol integer nums concatenate integer return number different expression build evaluates target,1,0,1,0,0,0,0,0,0,0
1,teemo attacking hero teemo attacking enemy ashe poison attack teemo attack ashe ashe get poisoned exactly duration second formally attack second mean ashe poisoned inclusive time interval duration teemo attack poison effect end timer reset poison effect end duration second new attack given nondecreasing integer array timeseries timeseriesi denotes teemo attack ashe second timeseriesi integer duration return total number second ashe poisoned,1,0,0,0,0,0,0,0,0,0
13,next greater element next greater element element array first greater element right array given two distinct indexed integer array nums nums nums subset nums numslength find index numsi numsj determine next greater element numsj nums next greater element answer query return array an length numslength ansi next greater element described above,1,0,0,0,1,0,0,0,0,0
0,diagonal traverse given matrix mat return array element array diagonal order,1,0,0,0,0,0,0,0,0,0
0,keyboard row given array string word return word typed using letter alphabet one row american keyboard like image below american keyboard,1,1,0,0,1,0,0,0,0,0
0,find mode binary search tree given root binary search tree bst duplicate return mode frequently occurred element tree one mode return order assume bst defined follows,0,0,0,0,0,0,0,1,0,0
1,ipo suppose leetcode start ipo soon order sell good price share venture capital leetcode would like work project increase capital ipo since limited resource finish distinct project ipo help leetcode design best way maximize total capital finishing distinct project given project ith project pure profit profitsi minimum capital capitali needed start initially capital finish project obtain pure profit profit added total capital pick list distinct project given project maximize final capital return final maximized capital answer guaranteed fit bit signed integer,1,0,0,0,0,1,1,0,0,0
3,next greater element given circular integer array nums next element numsnumslength nums return next greater number every element nums next greater number number first greater number traversingorder next array mean could search circularly find next greater number exist return number,1,0,0,0,0,0,0,0,0,0
2,base given integer num return string base representation,0,0,0,1,0,0,0,0,0,0
3,relative rank given integer array score size scorei score ith athlete competition score guaranteed unique athlete placed based score place athlete highest score place athlete highest score placement athlete determines rank return array answer size answeri rank ith athlete,1,0,0,0,0,0,1,0,0,0
0,perfect number perfect number positive integer equal sum positive divisor excluding number itself divisor integer integer divide evenly given integer return true perfect number otherwise return false,0,0,0,1,0,0,0,0,0,0
0,frequent subtree sum given root binary tree return frequent subtree sum tie return value highest frequency order subtree sum node defined sum node value formed subtree rooted node including node itself,0,0,0,0,1,0,0,1,0,0
0,find bottom left tree value given root binary tree return leftmost value last row tree,0,0,0,0,0,0,0,1,1,0
5,freedom trail video game fallout quest road freedom requires player reach metal dial called freedom trail ring use dial spell specific keyword open door given string ring represents code engraved outer ring another string key represents keyword need spelled return minimum number step spell character keyword initially first character ring aligned direction spell character key one one rotating ring clockwise anticlockwise make character string key aligned direction pressing center button stage rotating ring spell key character keyi,0,1,1,0,0,0,0,1,1,0
1,find largest value tree row given root binary tree return array largest value row tree indexed,0,0,0,0,0,0,0,1,1,0
0,longest palindromic subsequence given string find longest palindromic subsequence length subsequence sequence derived another sequence deleting element without changing order remaining element,0,1,1,0,0,0,0,0,0,0
2,super washing machine super washing machine line initially washing machine dress empty move could choose washing machine pas one dress washing machine one adjacent washing machine time given integer array machine representing number dress washing machine left right line return minimum number move make washing machine number dress possible return,1,0,0,0,0,1,0,0,0,0
3,coin change given integer array coin representing coin different denomination integer amount representing total amount money return number combination make amount amount money cannot made combination coin return may assume infinite number kind coin answer guaranteed fit signed bit integer,1,0,1,0,0,0,0,0,0,0
0,detect capital define usage capital word right one following case hold given string word return true usage capital right,0,1,0,0,0,0,0,0,0,0
1,longest uncommon subsequence given two string return length longest uncommon subsequence longest uncommon subsequence exist return uncommon subsequence two string string subsequence one other subsequence string string obtained deleting number character,0,1,0,0,0,0,0,0,0,0
1,longest uncommon subsequence given array string strs return length longest uncommon subsequence them longest uncommon subsequence exist return uncommon subsequence array string string subsequence one string others subsequence string string obtained deleting number character,1,1,0,0,1,0,1,0,0,0
1,continuous subarray sum given integer array nums integer return true nums continuous subarray size least two whose element sum multiple false otherwise integer multiple exists integer always multiple,1,0,0,1,1,0,0,0,0,0
0,longest word dictionary deleting given string string array dictionary return longest string dictionary formed deleting given string character one possible result return longest word smallest lexicographical order possible result return empty string,1,1,0,0,0,0,1,0,0,0
2,contiguous array given binary array nums return maximum length contiguous subarray equal number,1,0,0,0,1,0,0,0,0,0
3,beautiful arrangement suppose integer labeled permutation integer perm indexed considered beautiful arrangement every either following true given integer return number beautiful arrangement construct,1,0,1,0,0,0,0,0,0,0
0,minesweeper let play minesweeper game wikipedia online game given char matrix board representing game board where also given integer array click click clickr clickc represents next click position among unrevealed square return board revealing position according following rule,1,0,0,0,0,0,0,1,1,0
0,minimum absolute difference bst given root binary search tree bst return minimum absolute difference value two different node tree,0,0,0,0,0,0,0,1,1,0
0,kdiff pair array given array integer nums integer return number unique kdiff pair array kdiff pair integer pair numsi numsj following true notice val denotes absolute value val,1,0,0,0,1,0,1,0,0,1
2,encode decode tinyurl tinyurl url shortening service enter url httpsleetcodecomproblemsdesigntinyurl return short url httptinyurlcomeiak design class encode url decode tiny url restriction encodedecode algorithm work need ensure url encoded tiny url tiny url decoded original url implement solution class,0,1,0,0,1,0,0,0,0,0
2,complex number multiplication complex number represented string form realimaginaryi where given two complex number num num string return string complex number represents multiplication,0,1,0,1,0,0,0,0,0,0
0,convert bst greater tree given root binary search tree bst convert greater tree every key original bst changed original key plus sum key greater original key bst reminder binary search tree tree satisfies constraint,0,0,0,0,0,0,0,1,0,0
1,single element sorted array given sorted array consisting integer every element appears exactly twice except one element appears exactly once return single element appears once solution must run olog time space,1,0,0,0,0,0,0,0,0,1
2,reverse string given string integer reverse first character every character counting start string fewer character left reverse them le greater equal character reverse first character leave original,0,1,0,0,0,0,0,0,0,0
3,matrix given binary matrix mat return distance nearest cell distance two adjacent cell,1,0,1,0,0,0,0,0,1,0
0,diameter binary tree given root binary tree return length diameter tree diameter binary tree length longest path two node tree path may may pas root length path two node represented number edge them,0,0,0,0,0,0,0,1,0,0
1,remove box given several box different color represented different positive number may experience several round remove box box left time choose continuous box color composed box remove get point return maximum point get,1,0,1,0,0,0,0,0,0,0
2,number province city connected not city connected directly city city connected directly city city connected indirectly city province group directly indirectly connected city city outside group given matrix isconnected isconnectedij ith city jth city directly connected isconnectedij otherwise return total number province,0,0,0,0,0,0,0,1,1,0
0,student attendance record given string representing attendance record student character signifies whether student absent late present day record contains following three character student eligible attendance award meet following criterion return true student eligible attendance award false otherwise,0,1,0,0,0,0,0,0,0,0
2,student attendance record attendance record student represented string character signifies whether student absent late present day record contains following three character student eligible attendance award meet following criterion given integer return number possible attendance record length make student eligible attendance award answer may large return modulo,0,0,1,0,0,0,0,0,0,0
0,optimal division given integer array nums adjacent integer nums perform float division however add number parenthesis position change priority operation want add parenthesis value expression evaluation maximum return corresponding expression maximum value string format note expression contain redundant parenthesis,1,0,1,1,0,0,0,0,0,0
1,brick wall rectangular brick wall front row brick ith row number brick height one unit different width total width row same draw vertical line top bottom cross least brick line go edge brick brick considered crossed cannot draw line along one two vertical edge wall case line obviously cross brick given array wall contains information wall return minimum number crossed brick drawing vertical line,1,0,0,0,1,0,0,0,0,0
4,next greater element iii given positive integer find smallest integer exactly digit existing integer greater value positive integer exists return note returned integer fit bit integer valid answer fit bit integer return,0,1,0,1,0,0,0,0,0,0
0,reverse word string iii given string reverse order character word within sentence still preserving whitespace initial word order,0,1,0,0,0,0,0,0,0,0
0,subarray sum equal given array integer nums integer return total number subarrays whose sum equal,1,0,0,0,1,0,0,0,0,0
5,array partition given integer array nums integer group integer pair sum minai maximized return maximized sum,1,0,0,0,0,1,1,0,0,0
1,binary tree tilt given root binary tree return sum every tree node tilt tilt tree node absolute difference sum left subtree node value right subtree node value node left child sum left subtree node value treated rule similar node right child,0,0,0,0,0,0,0,1,0,0
0,find closest palindrome given string representing integer return closest integer not including itself palindrome tie return smaller one closest defined absolute difference minimized two integer,0,1,0,1,0,0,0,0,0,0
2,array nesting given integer array nums length nums permutation number range build set numsk numsnumsk numsnumsnumsk subjected following rule return longest length set,1,0,0,0,0,0,0,1,0,0
0,reshape matrix matlab handy function called reshape reshape matrix new one different size keeping original data given matrix mat two integer representing number row number column wanted reshaped matrix reshaped matrix filled element original matrix rowtraversing order were reshape operation given parameter possible legal output new reshaped matrix otherwise output original matrix,1,0,0,0,0,0,0,0,0,0
6,permutation string given two string return true contains permutation false otherwise word return true one permutation substring,0,1,0,0,1,0,0,0,0,0
0,subtree another tree given root two binary tree root subroot return true subtree root structure node value subroot false otherwise subtree binary tree tree tree consists node tree node descendant tree tree could also considered subtree itself,0,0,0,0,0,0,0,1,0,0
2,distribute candy alice candy ith candy type candytypei alice noticed started gain weight visited doctor doctor advised alice eat candy always even alice like candy much want eat maximum number different type candy still following doctor advice given integer array candytype length return maximum number different type candy eat eats them,1,0,0,0,1,0,0,0,0,0
2,boundary path grid ball ball initially position startrow startcolumn allowed move ball one four adjacent cell grid possibly grid crossing grid boundary apply maxmove move ball given five integer maxmove startrow startcolumn return number path move ball grid boundary since answer large return modulo,0,0,1,0,0,0,0,0,0,0
0,shortest unsorted continuous subarray given integer array nums need find one continuous subarray sort subarray ascending order whole array sorted ascending order return shortest subarray output length,1,0,0,0,0,1,1,0,0,0
4,delete operation two string given two string word word return minimum number step required make word word same one step delete exactly one character either string,0,1,1,0,0,0,0,0,0,0
0,erect fence given array tree treesi represents location tree garden asked fence entire garden using minimum length rope expensive garden well fenced tree enclosed return coordinate tree exactly located fence perimeter,1,0,0,1,0,0,0,0,0,0
0,tag validator given string representing code snippet implement tag validator parse code return whether valid code snippet valid following rule hold,0,1,0,0,0,0,0,0,0,0
4,fraction addition subtraction given string expression representing expression fraction addition subtraction return calculation result string format final result irreducible fraction final result integer change format fraction denominator case converted,0,1,0,1,0,0,0,0,0,0
6,valid square given coordinate four point space return true four point construct square coordinate point represented input given order valid square four equal side positive length four equal angle degree angle,0,0,0,1,0,0,0,0,0,0
1,longest harmonious subsequence define harmonious array array difference maximum value minimum value exactly given integer array nums return length longest harmonious subsequence among possible subsequence subsequence array sequence derived array deleting element without changing order remaining element,1,0,0,0,1,0,1,0,0,0
3,range addition given matrix initialized array operation ops opsi mean mxy incremented one count return number maximum integer matrix performing operation,1,0,0,1,0,0,0,0,0,0
0,minimum index sum two list suppose andy doris want choose restaurant dinner list favorite restaurant represented string need help find common interest least list index sum choice tie answer output order requirement could assume always exists answer,1,1,0,0,1,0,0,0,0,0
1,nonnegative integer without consecutive one given positive integer return number integer range whose binary representation contain consecutive one,0,0,1,0,0,0,0,0,0,0
4,place flower long flowerbed plot planted not however flower cannot planted adjacent plot given integer array flowerbed containing mean empty mean empty integer return new flower planted flowerbed without violating noadjacentflowers rule,1,0,0,0,0,1,0,0,0,0
0,construct string binary tree given root binary tree construct string consisting parenthesis integer binary tree preorder traversal way return omit empty parenthesis pair affect onetoone mapping relationship string original binary tree,0,1,0,0,0,0,0,1,0,0
9,find duplicate file system given list path directory info including directory path file content directory return duplicate file file system term path may return answer order group duplicate file consists least two file content single directory info string input list following format mean file ftxt ftxt fntxt content fcontent fcontent fncontent respectively directory rootdddm note mean directory root directory output list group duplicate file path group contains file path file content file path string following format,1,1,0,0,1,0,0,0,0,0
0,valid triangle number given integer array nums return number triplet chosen array make triangle take side length triangle,1,0,0,0,0,1,1,0,0,1
2,merge two binary tree given two binary tree root root imagine put one cover other node two tree overlapped others not need merge two tree new binary tree merge rule two node overlap sum node value new value merged node otherwise null node used node new tree return merged tree note merging process must start root node tree,0,0,0,0,0,0,0,1,1,0
0,task scheduler given character array task representing task cpu need letter represents different task task could done order task done one unit time unit time cpu could complete either one task idle however nonnegative integer represents cooldown period two task the letter array must least unit time two task return least number unit time cpu take finish given task,1,0,0,0,1,1,1,0,0,0
1,add one row tree given root binary tree two integer val depth add row node value val given depth depth note root node depth adding rule,0,0,0,0,0,0,0,1,1,0
0,maximum product three number given integer array nums find three number whose product maximum return maximum product,1,0,0,1,0,0,1,0,0,0
4,inverse pair array integer array nums inverse pair pair integer numslength numsi numsj given two integer return number different array consist number exactly inverse pair since answer huge return modulo,0,0,1,0,0,0,0,0,0,0
2,course schedule iii different online course numbered given array course coursesi durationi lastdayi indicate ith course taken continuously durationi day must finished lastdayi start day cannot take two course simultaneously return maximum number course take,1,0,0,0,0,1,0,0,0,0
0,smallest range covering element list list sorted integer nondecreasing order find smallest range includes least one number list define range smaller range,1,0,0,0,1,1,1,0,0,0
2,sum square number given nonnegative integer decide whether therere two integer,0,0,0,1,0,0,0,0,0,1
15,exclusive time function singlethreaded cpu execute program containing function function unique function call stored call stack function call start pushed onto stack function call end popped stack function whose top stack current function executed time function start end write log whether started ended timestamp given list log logsi represents ith log message formatted string functionidstart endtimestamp example start mean function call function started beginning timestamp end mean function call function ended end timestamp note function called multiple time possibly recursively function exclusive time sum execution time function call program example function called twice one call executing time unit another call executing time unit exclusive time return exclusive time function array value ith index represents exclusive time function,1,0,0,0,0,0,0,0,0,0
1,shopping offer leetcode store item sell item price however special offer special offer consists one different kind item sale price given integer array price pricei price ith item integer array need needsi number piece ith item want buy also given array special speciali size specialij number piece jth item ith offer specialin last integer array price ith offer return lowest price pay exactly certain item given could make optimal use special offer allowed buy item want even would lower overall price could use special offer many time want,1,0,1,0,0,0,0,0,0,0
23,decode way message containing letter encoded number using following mapping decode encoded message digit must grouped mapped back letter using reverse mapping there may multiple way example mapped into note grouping invalid cannot mapped since different addition mapping above encoded message may contain character represent digit excluded example encoded message may represent encoded message decoding equivalent decoding encoded message represent given string consisting digit character return number way decode since answer may large return modulo,0,1,1,0,0,0,0,0,0,0
0,solve equation solve given equation return value form string xvalue equation contains operation variable coefficient return solution solution equation infinite solution infinite solution equation exactly one solution equation ensure value integer,0,1,0,1,0,0,0,0,0,0
2,maximum average subarray given integer array nums consisting element integer find contiguous subarray whose length equal maximum average value return value answer calculation error le accepted,1,0,0,0,0,0,0,0,0,0
1,set mismatch set integer originally contains number unfortunately due error one number got duplicated another number set result repetition one number loss another number given integer array nums representing data status set error find number occurs twice number missing return form array,1,0,0,0,1,0,1,0,0,0
2,maximum length pair chain given array pair pair pairsi lefti righti lefti righti pair follows pair chain pair formed fashion return length longest chain formed need use given interval select pair order,1,0,1,0,0,1,1,0,0,0
0,palindromic substring given string return number palindromic substring string palindrome read backward forward substring contiguous sequence character within string,0,1,1,0,0,0,0,0,0,0
0,replace word english concept called root followed word form another longer word let call word successor example root followed successor word other form new word another given dictionary consisting many root sentence consisting word separated space replace successor sentence root forming successor replaced one root replace root shortest length return sentence replacement,1,1,0,0,1,0,0,0,0,0
5,dota senate world dota two party radiant dire dota senate consists senator coming two party senate want decide change dota game voting change roundbased procedure round senator exercise one two right given string senate representing senator party belonging character represent radiant party dire party senator size given string roundbased procedure start first senator last senator given order procedure last end voting senator lost right skipped procedure suppose every senator smart enough play best strategy party predict party finally announce victory change dota game output radiant dire,0,1,0,0,0,1,0,0,0,0
1,key keyboard one character screen notepad perform one two operation notepad step given integer return minimum number operation get character exactly time screen,0,0,1,1,0,0,0,0,0,0
0,find duplicate subtrees given root binary tree return duplicate subtrees kind duplicate subtrees need return root node one them two tree duplicate structure node value,0,0,0,0,1,0,0,1,0,0
0,two sum input bst given root binary search tree target number return true exist two element bst sum equal given target,0,0,0,0,1,0,0,1,1,0
0,maximum binary tree given integer array nums duplicate maximum binary tree built recursively nums using following algorithm return maximum binary tree built nums,1,0,0,0,0,0,0,0,0,0
1,print binary tree given root binary tree construct indexed string matrix re represents formatted layout tree formatted layout matrix constructed using following rule return constructed matrix re,0,0,0,0,0,0,0,1,1,0
5,robot return origin robot starting position origin plane given sequence move judge robot end completes move given string move represents move sequence robot movesi represents ith move valid move right left down return true robot return origin finish move false otherwise note way robot facing irrelevant always make robot move right once always make move left etc also assume magnitude robot movement move,0,1,0,0,0,0,0,0,0,0
0,find closest element given sorted integer array arr two integer return closest integer array result also sorted ascending order integer closer integer,1,0,0,0,0,0,1,0,0,1
11,split array consecutive subsequence given integer array nums sorted nondecreasing order determine possible split nums one subsequence following condition true return true split nums according condition false otherwise subsequence array new array formed original array deleting can none element without disturbing relative position remaining element subsequence not,1,0,0,0,1,1,0,0,0,0
2,image smoother image smoother filter size applied cell image rounding average cell eight surrounding cell average nine cell blue smoother one surrounding cell cell present consider average average four cell red smoother given integer matrix img representing grayscale image return image applying smoother cell,1,0,0,0,0,0,0,0,0,0
1,maximum width binary tree given root binary tree return maximum width given tree maximum width tree maximum width among level width one level defined length endnodes the leftmost rightmost nonnull node null node endnodes would present complete binary tree extending level also counted length calculation guaranteed answer range bit signed integer,0,0,0,0,0,0,0,1,1,0
0,strange printer strange printer following two special property given string return minimum number turn printer needed print,0,1,1,0,0,0,0,0,0,0
4,nondecreasing array given array nums integer task check could become nondecreasing modifying one element define array nondecreasing numsi numsi hold every based,1,0,0,0,0,0,0,0,0,0
1,beautiful arrangement given two integer construct list answer contains different positive integer ranging obeys following requirement return list answer multiple valid answer return them,1,0,0,1,0,0,0,0,0,0
1,kth smallest number multiplication table nearly everyone used multiplication table multiplication table size integer matrix mat matij indexed given three integer return kth smallest element multiplication table,0,0,0,0,0,0,0,0,0,1
0,trim binary search tree given root binary search tree lowest highest boundary low high trim tree element lie low high trimming tree change relative structure element remain tree node descendant remain descendant proven unique answer return root trimmed binary search tree note root may change depending given bound,0,0,0,0,0,0,0,1,0,0
0,maximum swap given integer num swap two digit get maximum valued number return maximum valued number get,0,0,0,1,0,1,0,0,0,0
